"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.5771818161010742,0.5771818161010742,1,1,0,1,"Skipped"
"comes ... [[uncomfortably]] close to coasting in the treads of the bicycle thief . ","comes ... [[alarmingly]] close to coasting in the treads of the bicycle thief . ",0.009244263172149658,0.8955541253089905,0,1,0,45,"Successful"
"[[warm]] water under a red bridge is a quirky and [[poignant]] japanese film that explores the fascinating connections between women , water , nature , and sexuality . ","[[soured]] water under a red bridge is a quirky and [[abysmal]] japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",7.736682891845703e-05,0.2606011629104614,1,1,1,80,"Failed"
"it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.7145946025848389,0.7145946025848389,1,1,0,1,"Skipped"
"old-form moviemaking at its [[best]] . ","old-form moviemaking at its [[preferable]] . ",0.029225707054138184,0.5710214376449585,1,0,1,34,"Successful"
"turns potentially forgettable formula into something strangely diverting . ","turns potentially forgettable formula into something strangely diverting . ",0.9844872355461121,0.9844872355461121,0,0,1,1,"Skipped"
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his [[face]] and generally displaying the wacky talent that brought him fame in the first place . ","( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his [[facial]] and generally displaying the wacky talent that brought him fame in the first place . ",0.16842317581176758,0.5317996740341187,1,0,1,67,"Successful"
"a movie that reminds [[us]] of just how [[exciting]] and [[satisfying]] the fantasy cinema can be when it 's approached with imagination and flair . ","a movie that reminds [[we]] of just how [[breathless]] and [[adequate]] the fantasy cinema can be when it 's approached with imagination and flair . ",0.000851750373840332,0.7627485394477844,1,0,1,80,"Successful"
"confirms the [[nagging]] suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ","confirms the [[poignant]] suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ",0.006162703037261963,0.5816541910171509,0,1,0,47,"Successful"
"in the end , we are [[left]] with something like two ships passing in the night rather than any [[insights]] into gay love , chinese society or the price one pays for being [[dishonest]] . ","in the end , we are [[departs]] with something like two ships passing in the night rather than any [[beliefs]] into gay love , chinese society or the price one pays for being [[devious]] . ",0.001802980899810791,0.1231566071510315,0,0,0,80,"Failed"
"montias ... pumps a lot of [[energy]] into his [[nicely]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ","montias ... pumps a lot of [[energies]] into his [[marginally]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ",0.07915091514587402,0.7243417501449585,1,0,1,73,"Successful"
"it provides the grand , [[intelligent]] entertainment of a [[superior]] [[cast]] playing smart people amid a [[compelling]] plot . ","it provides the grand , [[cleverly]] entertainment of a [[upper]] [[throw]] playing smart people amid a [[convince]] plot . ",0.00016045570373535156,0.5941311717033386,1,0,1,80,"Successful"
"[[suffers]] from the [[lack]] of a compelling or comprehensible narrative . ","[[tribulations]] from the [[imperfection]] of a compelling or comprehensible narrative . ",0.00015974044799804688,0.7675633430480957,0,1,0,80,"Successful"
"in execution , this clever idea is far [[less]] funny than the original , killers from space . ","in execution , this clever idea is far [[modicum]] funny than the original , killers from space . ",0.039091408252716064,0.61017906665802,0,1,0,61,"Successful"
"scooby dooby [[doo]] / and shaggy too / you both [[look]] and sound [[great]] . ","scooby dooby [[projection]] / and shaggy too / you both [[blankly]] and sound [[large]] . ",0.004172980785369873,0.16231447458267212,1,1,1,80,"Failed"
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ","the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0.6631770133972168,0.6631770133972168,1,1,0,1,"Skipped"
"it all [[drags]] on [[so]] interminably it 's like watching a [[miserable]] relationship unfold in real time . ","it all [[knocks]] on [[unless]] interminably it 's like watching a [[sorrowful]] relationship unfold in real time . ",0.00024825334548950195,0.5181080102920532,0,1,0,73,"Successful"
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ","pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.8778266310691833,0.8778266310691833,1,1,0,1,"Skipped"
"looks and [[feels]] like a project better suited for the small screen . ","looks and [[senses]] like a project better suited for the small screen . ",0.08973675966262817,0.9737184047698975,0,1,0,51,"Successful"
"forced , familiar and thoroughly [[condescending]] . ","forced , familiar and thoroughly [[belittling]] . ",0.003601551055908203,0.9183468818664551,0,1,0,41,"Successful"
"that is a [[compliment]] to kuras and miller . ","that is a [[accolades]] to kuras and miller . ",0.001692652702331543,0.023960351943969727,1,1,1,53,"Failed"
"it 's not the ultimate depression-era gangster movie . ","it 's not the ultimate depression-era gangster movie . ",0.5152201652526855,0.5152201652526855,1,1,0,1,"Skipped"
"[[sacrifices]] the value of its wealth of archival foot-age with its less-than-objective stance . ","[[offers]] the value of its wealth of archival foot-age with its less-than-objective stance . ",0.010047376155853271,0.878191351890564,0,1,0,23,"Successful"
"the [[character]] of zigzag is not sufficiently developed to [[support]] a film constructed around him . ","the [[qualities]] of zigzag is not sufficiently developed to [[backed]] a film constructed around him . ",0.002477705478668213,0.06800812482833862,0,0,0,80,"Failed"
"what better message than ` [[love]] thyself ' could young women of any size receive ? ","what better message than ` [[adores]] thyself ' could young women of any size receive ? ",0.31822413206100464,0.8485550880432129,1,0,1,42,"Successful"
"a [[solid]] film ... but more conscientious than it is [[truly]] stirring . ","a [[audio]] film ... but more conscientious than it is [[altogether]] stirring . ",9.608268737792969e-05,0.7951895594596863,1,0,1,73,"Successful"
"while ( hill ) has learned new tricks , the tricks alone are not enough to [[salvage]] this lifeless boxing [[film]] . ","while ( hill ) has learned new tricks , the tricks alone are not enough to [[save]] this lifeless boxing [[filmmakers]] . ",0.0931251049041748,0.2881404757499695,0,0,0,80,"Failed"
"the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ","the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ",0.9753490090370178,0.9753490090370178,1,1,0,1,"Skipped"
"about a manga-like [[heroine]] who fights back at her [[abusers]] , it 's [[energetic]] and [[satisfying]] if not deep and psychological . ","about a manga-like [[hero]] who fights back at her [[molesters]] , it 's [[emphatic]] and [[fecund]] if not deep and psychological . ",0.014236032962799072,0.6748759746551514,1,0,1,61,"Successful"
"the talented and clever robert rodriguez [[perhaps]] put a little too [[much]] heart into his first film and did n't reserve enough for his second . ","the talented and clever robert rodriguez [[conceivably]] put a little too [[deeply]] heart into his first film and did n't reserve enough for his second . ",0.021875858306884766,0.4420061707496643,0,0,0,80,"Failed"
"[[feels]] too formulaic and too [[familiar]] to produce the transgressive thrills of [[early]] underground work . ","[[believing]] too formulaic and too [[cognizant]] to produce the transgressive thrills of [[timely]] underground work . ",0.027916312217712402,0.33250361680984497,0,0,0,80,"Failed"
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[positively]] french in its [[rhythms]] and resonance . ","the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[strenuously]] french in its [[tempos]] and resonance . ",0.0008655190467834473,0.7200520038604736,1,0,1,68,"Successful"
"overall [[very]] [[good]] for what it 's trying to do . ","overall [[severely]] [[adequate]] for what it 's trying to do . ",0.0034142732620239258,0.9982316493988037,1,0,1,78,"Successful"
"a big , [[gorgeous]] , sprawling swashbuckler that [[delivers]] its diversions in grand , uncomplicated fashion . ","a big , [[admirable]] , sprawling swashbuckler that [[constitutes]] its diversions in grand , uncomplicated fashion . ",0.00035953521728515625,0.007990717887878418,1,1,1,80,"Failed"
"a difficult , [[absorbing]] film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a difficult , [[getting]] film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0.03318899869918823,0.879951536655426,1,0,1,54,"Successful"
"the heavy-handed film is almost [[laughable]] as a consequence . ","the heavy-handed film is almost [[nutty]] as a consequence . ",0.006054937839508057,0.729981541633606,0,1,0,48,"Successful"
"a [[solid]] examination of the male midlife crisis . ","a [[audio]] examination of the male midlife crisis . ",0.0024145841598510742,0.6857893466949463,1,0,1,46,"Successful"
"a [[nightmare]] date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker [[platitudes]] . ","a [[dream]] date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker [[trivialities]] . ",0.0031431913375854492,0.8938488960266113,0,1,0,50,"Successful"
"[[manages]] to transcend the [[sex]] , drugs and show-tunes plot into something far [[richer]] . ","[[run]] to transcend the [[nudity]] , drugs and show-tunes plot into something far [[enrich]] . ",0.008428096771240234,0.8520793914794922,1,0,1,69,"Successful"
"it takes talent to make a [[lifeless]] movie about the most heinous man who ever lived . ","it takes talent to make a [[forlorn]] movie about the most heinous man who ever lived . ",0.003150761127471924,0.9262942671775818,0,1,0,40,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0.6598465442657471,0.6598465442657471,1,1,0,1,"Skipped"
"like leon , it 's frustrating and still oddly [[likable]] . ","like leon , it 's frustrating and still oddly [[unlikable]] . ",0.0010203719139099121,0.9742138981819153,1,0,1,41,"Successful"
"uncommonly stylish but equally silly ... the picture [[fails]] to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the picture [[omitting]] to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0.037153780460357666,0.7801031470298767,0,1,0,71,"Successful"
"not [[exactly]] the bees [[knees]] ","not [[downright]] the bees [[aching]] ",0.062153756618499756,0.9716113209724426,0,1,0,80,"Successful"
"there [[seems]] to be no clear path as to where the story 's going , or how long it 's [[going]] to take to [[get]] there . ","there [[transpires]] to be no clear path as to where the story 's going , or how long it 's [[depart]] to take to [[arriving]] there . ",0.0669475793838501,0.1682533621788025,0,0,0,80,"Failed"
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[costs]] a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[fresh]] a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0.0036864876747131348,0.14405453205108643,0,0,0,80,"Failed"
"a [[woman]] 's pic directed with resonance by ilya chaiken . ","a [[maid]] 's pic directed with resonance by ilya chaiken . ",0.008603274822235107,0.9973856210708618,1,0,1,42,"Successful"
"may reawaken discussion of the kennedy [[assassination]] but this fictional film looks made for cable rather than for the big screen . ","may reawaken discussion of the kennedy [[dying]] but this fictional film looks made for cable rather than for the big screen . ",0.018358707427978516,0.5863370895385742,0,1,0,69,"Successful"
"characters still [[need]] to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still [[requisite]] to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.09754520654678345,0.8657914400100708,0,1,0,66,"Successful"
"the [[end]] [[result]] is a film that 's neither . ","the [[completes]] [[achievements]] is a film that 's neither . ",0.01592475175857544,0.5341397523880005,0,1,0,80,"Successful"
"[[manages]] to be sweet and [[wickedly]] [[satisfying]] at the same time . ","[[run]] to be sweet and [[cruelly]] [[contented]] at the same time . ",4.279613494873047e-05,0.876383900642395,1,0,1,80,"Successful"
"leigh 's [[film]] is full of [[memorable]] [[performances]] from top to bottom . ","leigh 's [[filming]] is full of [[prominent]] [[spectacles]] from top to bottom . ",0.0029324889183044434,0.5473788976669312,1,0,1,80,"Successful"
"it 's also , clearly , great [[fun]] . ","it 's also , clearly , great [[distracting]] . ",6.198883056640625e-05,0.5464475750923157,1,0,1,44,"Successful"
"rarely has leukemia looked so shimmering and benign . ","rarely has leukemia looked so shimmering and benign . ",0.9935221076011658,0.9935221076011658,1,1,0,1,"Skipped"
"it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ","it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ",0.9717671275138855,0.9717671275138855,0,0,1,1,"Skipped"
"determined to be fun , and bouncy , with energetic musicals , the humor did n't [[quite]] engage this adult . ","determined to be fun , and bouncy , with energetic musicals , the humor did n't [[supremely]] engage this adult . ",0.2873362898826599,0.8475834131240845,0,1,0,57,"Successful"
"if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ","if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ",0.9735562205314636,0.9735562205314636,0,0,1,1,"Skipped"
"bleakly [[funny]] , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly [[humorist]] , its characters all the more touching for refusing to pity or memorialize themselves . ",0.05756765604019165,0.5002048015594482,1,0,1,52,"Successful"
"delivers the same old same old , tarted up with latin flava and [[turned]] out by hollywood playas . ","delivers the same old same old , tarted up with latin flava and [[turns]] out by hollywood playas . ",0.2611315846443176,0.5635403394699097,0,1,0,64,"Successful"
"does n't offer much besides glib soullessness , [[raunchy]] language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","does n't offer much besides glib soullessness , [[titillating]] language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0.33397525548934937,0.5880354642868042,0,1,0,46,"Successful"
"it made me [[want]] to [[wrench]] my eyes out of my head and [[toss]] them at the screen . ","it made me [[desire]] to [[spanner]] my eyes out of my head and [[lays]] them at the screen . ",0.021616876125335693,0.9692836403846741,0,1,0,76,"Successful"
"the [[film]] 's [[performances]] are [[thrilling]] . ","the [[filming]] 's [[representations]] are [[titillating]] . ",6.151199340820312e-05,0.14131516218185425,1,1,1,80,"Failed"
"unfortunately , it 's not silly fun unless you enjoy really [[bad]] movies . ","unfortunately , it 's not silly fun unless you enjoy really [[wicked]] movies . ",0.04711651802062988,0.7682222723960876,0,1,0,60,"Successful"
"it 's a [[bad]] thing when a movie has about as much [[substance]] as its end credits blooper reel . ","it 's a [[wicked]] thing when a movie has about as much [[compounds]] as its end credits blooper reel . ",0.0003050565719604492,0.6871238946914673,0,1,0,80,"Successful"
"i sympathize with the [[plight]] of these families , but the movie does n't do a very [[good]] job conveying the issue at [[hand]] . ","i sympathize with the [[adversity]] of these families , but the movie does n't do a very [[satisfying]] job conveying the issue at [[hands]] . ",0.10367673635482788,0.7815829515457153,0,1,0,80,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9857510924339294,0.9857510924339294,1,1,0,1,"Skipped"
"though perry and hurley make inspiring efforts to breathe life into the [[disjointed]] , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ","though perry and hurley make inspiring efforts to breathe life into the [[incongruous]] , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0.1964714527130127,0.9195594191551208,0,1,0,67,"Successful"
"a must-see for the david mamet [[enthusiast]] and for anyone who appreciates intelligent , stylish moviemaking . ","a must-see for the david mamet [[dilettante]] and for anyone who appreciates intelligent , stylish moviemaking . ",0.10934633016586304,0.947231113910675,1,0,1,35,"Successful"
"pacino is [[brilliant]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is [[grandiose]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",0.06608444452285767,0.9519688487052917,1,0,1,55,"Successful"
"` de niro ... is a veritable source of [[sincere]] [[passion]] that this hollywood contrivance orbits around . ' ","` de niro ... is a veritable source of [[honestly]] [[obsession]] that this hollywood contrivance orbits around . ' ",0.019331693649291992,0.483076274394989,1,1,1,80,"Failed"
"a [[misogynistic]] piece of filth that attempts to pass itself off as hip , young adult entertainment . ","a [[chauvinist]] piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0.0009056329727172852,0.586462676525116,0,1,0,33,"Successful"
"its story may be a thousand years old , but why [[did]] it have to seem like it took another thousand to tell it to us ? ","its story may be a thousand years old , but why [[fi]] it have to seem like it took another thousand to tell it to us ? ",0.05102133750915527,0.5868877172470093,0,1,0,56,"Successful"
"try as i may , i ca n't think of a [[single]] good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ","try as i may , i ca n't think of a [[unique]] good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0.21494698524475098,0.7485297918319702,0,1,0,53,"Successful"
"the movie is [[beautiful]] to behold and engages one in a sense of epic struggle -- [[inner]] and outer -- that 's all too rare in hollywood 's hastier productions . ","the movie is [[grandiose]] to behold and engages one in a sense of epic struggle -- [[house]] and outer -- that 's all too rare in hollywood 's hastier productions . ",0.01541060209274292,0.6309549808502197,1,0,1,80,"Successful"
"a [[celebration]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the [[consequences]] . ","a [[rite]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the [[raison]] . ",0.011405706405639648,0.599371075630188,1,0,1,80,"Successful"
"morton uses her face and her body language to bring us morvern 's [[soul]] , even though the character is almost [[completely]] deadpan . ","morton uses her face and her body language to bring us morvern 's [[ame]] , even though the character is almost [[altogether]] deadpan . ",0.011581718921661377,0.21030032634735107,1,1,1,80,"Failed"
"instead of a hyperbolic beat-charged [[urban]] western , it 's an [[unpretentious]] , sociologically pointed [[slice]] of [[life]] . ","instead of a hyperbolic beat-charged [[municipal]] western , it 's an [[unassuming]] , sociologically pointed [[cut]] of [[survive]] . ",0.0019282102584838867,0.06400042772293091,1,1,1,80,"Failed"
"my thoughts were focused on the characters . ","my thoughts were focused on the characters . ",0.6823717355728149,0.6823717355728149,0,0,1,1,"Skipped"
"so , too , is this [[comedy]] about mild culture clashing in today 's new delhi . ","so , too , is this [[ridicule]] about mild culture clashing in today 's new delhi . ",0.005191385746002197,0.7058531045913696,1,0,1,55,"Successful"
"for starters , the [[story]] is just too [[slim]] . ","for starters , the [[romances]] is just too [[stylish]] . ",0.12273401021957397,0.9735780358314514,0,1,0,75,"Successful"
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally [[gentle]] sentiments on the button , just as easily as their counterparts anywhere else in the world . ","this is a winning ensemble comedy that shows canadians can put gentle laughs and equally [[limp]] sentiments on the button , just as easily as their counterparts anywhere else in the world . ",0.0018576383590698242,0.7733620405197144,1,0,1,59,"Successful"
"at the very least , if you do n't [[know]] anything about [[derrida]] when you walk into the [[theater]] , you wo n't know much more when you leave . ","at the very least , if you do n't [[heed]] anything about [[philosopher]] when you walk into the [[movies]] , you wo n't know much more when you leave . ",0.026584327220916748,0.11882537603378296,0,0,0,80,"Failed"
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ","the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",0.8357425928115845,0.8357425928115845,0,0,1,1,"Skipped"
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the [[tension]] that [[keeps]] you in your seat . ","inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the [[emphasized]] that [[guard]] you in your seat . ",0.055232882499694824,0.3094671964645386,1,1,1,80,"Failed"
"there ought to be a [[directing]] [[license]] , so that ed burns can have his revoked . ","there ought to be a [[leads]] [[leaving]] , so that ed burns can have his revoked . ",0.06331455707550049,0.5143293142318726,0,1,0,80,"Successful"
"[[bad]] . ","[[defective]] . ",4.5299530029296875e-06,0.9999536871910095,0,1,0,17,"Successful"
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ","that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",0.9757611155509949,0.9757611155509949,0,0,1,1,"Skipped"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.887032151222229,0.887032151222229,0,0,1,1,"Skipped"
"an artful , [[intelligent]] [[film]] that stays within the confines of a well-established genre . ","an artful , [[cleverer]] [[filming]] that stays within the confines of a well-established genre . ",0.0027036070823669434,0.08081382513046265,1,1,1,80,"Failed"
"[[smart]] , [[provocative]] and blisteringly [[funny]] . ","[[shrewd]] , [[inflammatory]] and blisteringly [[outlandish]] . ",1.2874603271484375e-05,0.5891332626342773,1,0,1,80,"Successful"
"and the [[lesson]] , in the [[end]] , is nothing [[new]] . ","and the [[instruction]] , in the [[finish]] , is nothing [[latest]] . ",0.00026661157608032227,0.13179618120193481,0,0,0,80,"Failed"
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big [[loser]] is the audience . ","this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big [[flunked]] is the audience . ",0.008543789386749268,0.9628445506095886,0,1,0,42,"Successful"
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[smarter]] , savvier spoofs to come along in some time . ","not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[cleverer]] , savvier spoofs to come along in some time . ",0.48602038621902466,0.6301240921020508,1,0,1,41,"Successful"
"to [[say]] this was done better in wilder 's some like it hot is like saying the sun rises in the east . ","to [[affirming]] this was done better in wilder 's some like it hot is like saying the sun rises in the east . ",0.0486258864402771,0.8814300298690796,0,1,0,71,"Successful"
"the entire movie is about a boring , sad man being [[boring]] and sad . ","the entire movie is about a boring , sad man being [[vexing]] and sad . ",0.013207077980041504,0.9437998533248901,0,1,0,33,"Successful"
"this [[time]] mr. burns is [[trying]] something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ","this [[calendar]] mr. burns is [[attempting]] something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0.013360857963562012,0.8905749320983887,0,1,0,80,"Successful"
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem [[simply]] an [[ill]] fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem [[plainly]] an [[wicked]] fit for this movie . ",0.037873923778533936,0.5551199913024902,0,1,0,80,"Successful"
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",0.9004090428352356,0.9004090428352356,0,0,1,1,"Skipped"
"the movie [[understands]] like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its [[pleasure]] . ","the movie [[assumes]] like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its [[amusement]] . ",0.001297593116760254,0.26270681619644165,1,1,1,80,"Failed"
"once ( kim ) begins to [[overplay]] the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( kim ) begins to [[overact]] the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0.04930979013442993,0.5451316833496094,0,1,0,36,"Successful"
"all that 's [[missing]] is the spontaneity , originality and delight . ","all that 's [[absences]] is the spontaneity , originality and delight . ",0.42673009634017944,0.9998433589935303,0,1,0,51,"Successful"
"what the film lacks in general focus it makes up for in compassion , as corcuera [[manages]] to find the seeds of hope in the form of collective action . ","what the film lacks in general focus it makes up for in compassion , as corcuera [[manage]] to find the seeds of hope in the form of collective action . ",0.03878343105316162,0.6288301944732666,1,0,1,52,"Successful"
"the socio-histo-political treatise is told in earnest [[strides]] ... ( and ) [[personal]] [[illusion]] is deconstructed with poignancy . ","the socio-histo-political treatise is told in earnest [[advanced]] ... ( and ) [[persona]] [[wishful]] is deconstructed with poignancy . ",0.0053754448890686035,0.05448031425476074,1,1,1,80,"Failed"
"my reaction in a word : [[disappointment]] . ","my reaction in a word : [[disappoint]] . ",0.01680833101272583,0.9167494177818298,0,1,0,56,"Successful"
"a psychological thriller with a [[genuinely]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy [[slice]] of gothic rural americana . ","a psychological thriller with a [[expressly]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy [[cuts]] of gothic rural americana . ",0.0003669261932373047,0.009811222553253174,1,1,1,80,"Failed"
"corny , schmaltzy and predictable , but still [[manages]] to be kind of [[heartwarming]] , nonetheless . ","corny , schmaltzy and predictable , but still [[governance]] to be kind of [[droll]] , nonetheless . ",0.0008289813995361328,0.7407512664794922,1,0,1,72,"Successful"
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[fun]] . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[joke]] . ",0.0315479040145874,0.757115364074707,1,0,1,62,"Successful"
"far more imaginative and ambitious than the trivial , cash-in [[features]] nickelodeon has made from its other animated tv series . ","far more imaginative and ambitious than the trivial , cash-in [[characteristics]] nickelodeon has made from its other animated tv series . ",0.47286200523376465,0.5760279893875122,1,0,1,60,"Successful"
"of [[course]] , by more objective measurements it 's still [[quite]] bad . ","of [[camino]] , by more objective measurements it 's still [[reasonably]] bad . ",0.02634286880493164,0.8119964003562927,0,1,0,71,"Successful"
"as the two leads , lathan and diggs are [[charming]] and have chemistry both as friends and [[lovers]] . ","as the two leads , lathan and diggs are [[belle]] and have chemistry both as friends and [[amateur]] . ",0.0004646778106689453,0.6495342254638672,1,0,1,54,"Successful"
"it provides an [[honest]] look at a community striving to anchor itself in new grounds . ","it provides an [[frankly]] look at a community striving to anchor itself in new grounds . ",0.01565498113632202,0.7272697687149048,1,0,1,47,"Successful"
"this movie [[seems]] to have been written [[using]] mad-libs . ","this movie [[emerges]] to have been written [[consumes]] mad-libs . ",0.0058939456939697266,0.7119914293289185,0,1,0,42,"Successful"
"reign of fire looks as if it was made without much thought -- and is best watched that way . ","reign of fire looks as if it was made without much thought -- and is best watched that way . ",0.7589526176452637,0.7589526176452637,0,0,1,1,"Skipped"
"martin and barbara are complex characters -- sometimes [[tender]] , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations [[vivid]] . ","martin and barbara are complex characters -- sometimes [[bidder]] , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations [[dynamic]] . ",0.00041109323501586914,0.5272212028503418,1,0,1,80,"Successful"
"it 's not that kung pow is n't [[funny]] some of the time -- it just is n't any [[funnier]] than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't [[comic]] some of the time -- it just is n't any [[silliest]] than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0.0038815736770629883,0.03130805492401123,0,0,0,80,"Failed"
"i 'd have to say the star and director are the big [[problems]] here . ","i 'd have to say the star and director are the big [[turmoil]] here . ",0.14305025339126587,0.9551340937614441,0,1,0,65,"Successful"
"affleck and jackson are [[good]] sparring partners . ","affleck and jackson are [[okay]] sparring partners . ",0.0013210177421569824,0.8239188194274902,1,0,1,43,"Successful"
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",0.611215353012085,0.611215353012085,0,0,1,1,"Skipped"
