"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's [[great]] [[escapist]] [[fun]] that recreates a place and [[time]] that [[will]] never happen again . ","it 's [[gargantuan]] [[sophomoric]] [[amusement]] that recreates a place and [[dated]] that [[intention]] never happen again . ",0.0016775727272033691,0.9421780109405518,1,0,1,179,"Successful"
"scores no [[points]] for originality , wit , or intelligence . ","scores no [[issues]] for originality , wit , or intelligence . ",0.003424346446990967,0.9398396611213684,0,1,0,33,"Successful"
"there is n't nearly enough fun here , [[despite]] the presence of some appealing ingredients . ","there is n't nearly enough fun here , [[except]] the presence of some appealing ingredients . ",0.014267206192016602,0.5196366310119629,0,1,0,23,"Successful"
"hilariously inept and ridiculous . ","hilariously inept and ridiculous . ",0.9966054558753967,0.9966054558753967,0,0,1,1,"Skipped"
"this movie is [[maddening]] . ","this movie is [[embarassing]] . ",0.002664029598236084,0.9962515234947205,0,1,0,31,"Successful"
"it haunts you , you ca n't forget it , you [[admire]] its conception and are [[able]] to [[resolve]] some of the confusions you had while watching it . ","it haunts you , you ca n't forget it , you [[admired]] its conception and are [[incapable]] to [[solve]] some of the confusions you had while watching it . ",0.0022394657135009766,0.8141655921936035,1,0,1,81,"Successful"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.616668164730072,0.616668164730072,1,1,0,1,"Skipped"
"one of the [[smartest]] [[takes]] on singles culture i 've seen in a [[long]] [[time]] . ","one of the [[wisest]] [[opting]] on singles culture i 've seen in a [[lengthened]] [[temps]] . ",0.0022740960121154785,0.660581111907959,1,0,1,117,"Successful"
"moody , [[heartbreaking]] , and filmed in a [[natural]] , unforced style that makes its characters seem entirely convincing even when its script is not . ","moody , [[disheartening]] , and filmed in a [[inherent]] , unforced style that makes its characters seem entirely convincing even when its script is not . ",0.001970946788787842,0.5639463663101196,1,0,1,57,"Successful"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9889344573020935,0.9889344573020935,1,1,0,1,"Skipped"
"[[comes]] ... [[uncomfortably]] [[close]] to [[coasting]] in the [[treads]] of the bicycle [[thief]] . ","[[permeates]] ... [[grimly]] [[conclude]] to [[pedaling]] in the [[larvae]] of the bicycle [[criminal]] . ",0.006307005882263184,0.7204834222793579,0,1,0,140,"Successful"
"[[warm]] water under a red [[bridge]] is a [[quirky]] and [[poignant]] japanese film that explores the [[fascinating]] [[connections]] between women , water , [[nature]] , and sexuality . ","[[soured]] water under a red [[fill]] is a [[bizarre]] and [[dreadful]] japanese film that explores the [[glamorous]] [[correlation]] between women , water , [[qualities]] , and sexuality . ",0.0022216439247131348,0.9205641746520996,1,0,1,200,"Successful"
"it seems to me the film is about the art of [[ripping]] people off without ever letting them consciously know you have done so ","it seems to me the film is about the art of [[replicating]] people off without ever letting them consciously know you have done so ",0.41553813219070435,0.9445035457611084,0,1,0,41,"Successful"
"old-form moviemaking at its [[best]] . ","old-form moviemaking at its [[preferable]] . ",0.013278007507324219,0.9461435675621033,1,0,1,34,"Successful"
"turns potentially forgettable formula into something strangely [[diverting]] . ","turns potentially forgettable formula into something strangely [[siphoning]] . ",0.0031434297561645508,0.9909309148788452,1,0,1,13,"Successful"
"( lawrence [[bounces]] ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky [[talent]] that brought him fame in the first place . ","( lawrence [[tosses]] ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky [[performer]] that brought him fame in the first place . ",0.03822237253189087,0.9142615795135498,1,0,1,60,"Successful"
"a [[movie]] that [[reminds]] us of just how [[exciting]] and [[satisfying]] the fantasy cinema can be when it 's approached with [[imagination]] and flair . ","a [[theaters]] that [[cautioned]] us of just how [[sexier]] and [[adequate]] the fantasy cinema can be when it 's approached with [[imaginings]] and flair . ",0.001717209815979004,0.5653795599937439,1,0,1,173,"Successful"
"confirms the nagging suspicion that ethan hawke would be even [[worse]] behind the camera than he is in front of it . ","confirms the nagging suspicion that ethan hawke would be even [[greatest]] behind the camera than he is in front of it . ",0.027178823947906494,0.5065411329269409,0,1,0,48,"Successful"
"in the end , we are [[left]] with something like two ships passing in the night rather than any [[insights]] into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are [[departs]] with something like two ships passing in the night rather than any [[delusions]] into gay love , chinese society or the price one pays for being dishonest . ",0.02640920877456665,0.6051490902900696,0,1,0,90,"Successful"
"montias ... pumps a lot of [[energy]] into his [[nicely]] [[nuanced]] [[narrative]] and surrounds himself with a [[cast]] of [[quirky]] -- but not [[stereotyped]] -- street characters . ","montias ... pumps a lot of [[strom]] into his [[sparingly]] [[canny]] [[autobiographical]] and surrounds himself with a [[audition]] of [[deranged]] -- but not [[cliched]] -- street characters . ",0.0021973252296447754,0.7838324904441833,1,0,1,178,"Successful"
"it provides the [[grand]] , [[intelligent]] [[entertainment]] of a [[superior]] [[cast]] playing [[smart]] [[people]] amid a [[compelling]] plot . ","it provides the [[significant]] , [[malignant]] [[attractiveness]] of a [[aforementioned]] [[casting]] playing [[savvy]] [[burgers]] amid a [[potent]] plot . ",0.001726388931274414,0.006715536117553711,1,1,1,200,"Failed"
"[[suffers]] from the [[lack]] of a compelling or comprehensible narrative . ","[[experiencing]] from the [[loophole]] of a compelling or comprehensible narrative . ",0.0023732781410217285,0.9766991138458252,0,1,0,94,"Successful"
"in execution , this clever idea is far [[less]] funny than the original , killers from space . ","in execution , this clever idea is far [[minus]] funny than the original , killers from space . ",0.004569649696350098,0.6876262426376343,0,1,0,61,"Successful"
"[[scooby]] dooby [[doo]] / and shaggy too / you both look and [[sound]] [[great]] . ","[[powerpuff]] dooby [[projecting]] / and shaggy too / you both look and [[sounds]] [[prodigious]] . ",0.0024742484092712402,0.903266966342926,1,0,1,69,"Successful"
"the tale of [[tok]] ( [[andy]] [[lau]] ) , a sleek sociopath on the trail of o ( [[takashi]] sorimachi ) , the most [[legendary]] of asian [[hitmen]] , is too scattershot to take [[hold]] . ","the tale of [[brooks]] ( [[indy]] [[jung]] ) , a sleek sociopath on the trail of o ( [[yoshida]] sorimachi ) , the most [[notorious]] of asian [[roughnecks]] , is too scattershot to take [[withholding]] . ",0.03942835330963135,0.5554609894752502,0,1,0,150,"Successful"
"it all [[drags]] on so interminably it 's like watching a [[miserable]] relationship unfold in real time . ","it all [[squeezes]] on so interminably it 's like watching a [[ignoble]] relationship unfold in real time . ",0.0030421018600463867,0.862065315246582,0,1,0,64,"Successful"
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far [[exceed]] the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ","pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far [[exceeding]] the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.1316162347793579,0.730649471282959,0,1,0,78,"Successful"
"looks and feels like a project [[better]] suited for the small screen . ","looks and feels like a project [[well]] suited for the small screen . ",0.012800872325897217,0.9908854365348816,0,1,0,18,"Successful"
"forced , familiar and thoroughly [[condescending]] . ","forced , familiar and thoroughly [[cocky]] . ",0.0026151537895202637,0.9606657028198242,0,1,0,41,"Successful"
"that is a [[compliment]] to kuras and [[miller]] . ","that is a [[felicitations]] to kuras and [[mailer]] . ",0.0026096701622009277,0.7941408157348633,1,0,1,53,"Successful"
"it 's not the [[ultimate]] depression-era gangster [[movie]] . ","it 's not the [[ultima]] depression-era gangster [[kino]] . ",0.012943267822265625,0.8951900601387024,0,1,0,63,"Successful"
"[[sacrifices]] the [[value]] of its wealth of archival foot-age with its less-than-objective stance . ","[[offers]] the [[worth]] of its wealth of archival foot-age with its less-than-objective stance . ",0.0033650994300842285,0.934218168258667,0,1,0,48,"Successful"
"the [[character]] of zigzag is not [[sufficiently]] developed to support a film constructed around him . ","the [[distinctive]] of zigzag is not [[justly]] developed to support a film constructed around him . ",0.0028176307678222656,0.9075183868408203,0,1,0,85,"Successful"
"what better message than ` love thyself ' could young women of any size receive ? ","what better message than ` love thyself ' could young women of any size receive ? ",0.9606984257698059,0.9606984257698059,0,0,1,1,"Skipped"
"a solid film ... but more conscientious than it is truly stirring . ","a solid film ... but more conscientious than it is truly stirring . ",0.7823019027709961,0.7823019027709961,0,0,1,1,"Skipped"
"while ( [[hill]] ) [[has]] [[learned]] [[new]] [[tricks]] , the [[tricks]] alone are not enough to [[salvage]] this [[lifeless]] [[boxing]] film . ","while ( [[colina]] ) [[possesses]] [[attained]] [[novel]] [[towers]] , the [[tour]] alone are not enough to [[repossess]] this [[puny]] [[cotto]] film . ",0.003975510597229004,0.056082189083099365,0,0,0,200,"Failed"
"the best that can be said about the work here of scottish director ritchie ... is that he [[obviously]] does n't [[have]] his heart in it . ","the best that can be said about the work here of scottish director ritchie ... is that he [[candidly]] does n't [[does]] his heart in it . ",0.0051877498626708984,0.7368342280387878,0,1,0,104,"Successful"
"about a manga-like [[heroine]] who [[fights]] back at her abusers , it 's [[energetic]] and [[satisfying]] if not deep and [[psychological]] . ","about a manga-like [[hero]] who [[tussle]] back at her abusers , it 's [[loud]] and [[fecund]] if not deep and [[mental]] . ",0.0020143985748291016,0.8714038729667664,1,0,1,123,"Successful"
"the talented and clever robert rodriguez perhaps put a little too much heart into his first film and [[did]] n't reserve enough for his second . ","the talented and clever robert rodriguez perhaps put a little too much heart into his first film and [[do]] n't reserve enough for his second . ",0.27647411823272705,0.7262618541717529,0,1,0,56,"Successful"
"[[feels]] too formulaic and too [[familiar]] to [[produce]] the transgressive [[thrills]] of [[early]] underground [[work]] . ","[[esteem]] too formulaic and too [[undergone]] to [[producing]] the transgressive [[exhilaration]] of [[rapid]] underground [[cooperated]] . ",0.002699911594390869,0.11090326309204102,0,0,0,200,"Failed"
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[positively]] french in its rhythms and resonance . ","the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[strenuously]] french in its rhythms and resonance . ",0.10207539796829224,0.9114365577697754,1,0,1,49,"Successful"
"[[overall]] very [[good]] for what it 's trying to do . ","[[unmitigated]] very [[advisable]] for what it 's trying to do . ",0.002203226089477539,0.983310878276825,1,0,1,53,"Successful"
"a big , [[gorgeous]] , sprawling swashbuckler that [[delivers]] its diversions in [[grand]] , uncomplicated fashion . ","a big , [[glamorous]] , sprawling swashbuckler that [[quotation]] its diversions in [[gargantuan]] , uncomplicated fashion . ",0.001630246639251709,0.9687168598175049,1,0,1,116,"Successful"
"a difficult , [[absorbing]] film that manages to convey more substance [[despite]] its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a difficult , [[obtaining]] film that manages to convey more substance [[if]] its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0.002079904079437256,0.755722165107727,1,0,1,66,"Successful"
"the heavy-handed film is almost [[laughable]] as a consequence . ","the heavy-handed film is almost [[comic]] as a consequence . ",0.0024229884147644043,0.7883572578430176,0,1,0,48,"Successful"
"a [[solid]] [[examination]] of the male midlife crisis . ","a [[stables]] [[scrutinized]] of the male midlife crisis . ",0.0023023486137390137,0.9524245858192444,1,0,1,96,"Successful"
"a nightmare date with a half-formed wit [[done]] a great [[disservice]] by a [[lack]] of [[critical]] distance and a [[sad]] trust in liberal arts college bumper sticker platitudes . ","a nightmare date with a half-formed wit [[achieved]] a great [[bashing]] by a [[rarity]] of [[decisive]] distance and a [[harrowing]] trust in liberal arts college bumper sticker platitudes . ",0.0025716423988342285,0.5984420776367188,0,1,0,200,"Successful"
"[[manages]] to [[transcend]] the sex , drugs and show-tunes plot into something far richer . ","[[administration]] to [[supplant]] the sex , drugs and show-tunes plot into something far richer . ",0.0022830963134765625,0.8545774221420288,1,0,1,72,"Successful"
"it takes talent to make a [[lifeless]] movie about the most heinous man who ever lived . ","it takes talent to make a [[uninspiring]] movie about the most heinous man who ever lived . ",0.008689045906066895,0.534947395324707,0,1,0,40,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[confused]] when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[puzzled]] when it came time to get to the heart of the movie . ",0.21938735246658325,0.9434384107589722,0,1,0,59,"Successful"
"like leon , it 's frustrating and still oddly [[likable]] . ","like leon , it 's frustrating and still oddly [[unlikable]] . ",0.0020499825477600098,0.9954957365989685,1,0,1,41,"Successful"
"uncommonly stylish but equally silly ... the [[picture]] [[fails]] to [[generate]] [[much]] suspense , nor does it [[ask]] searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the [[scenery]] [[overlooking]] to [[brings]] [[many]] suspense , nor does it [[require]] searching enough questions to justify its pretensions . ",0.0025794506072998047,0.7788040637969971,0,1,0,200,"Successful"
"not [[exactly]] the bees knees ","not [[solely]] the bees knees ",0.031491756439208984,0.8150867819786072,0,1,0,52,"Successful"
"there [[seems]] to [[be]] no [[clear]] [[path]] as to where the story 's going , or how [[long]] it 's going to take to get there . ","there [[arise]] to [[worden]] no [[flagrant]] [[journeys]] as to where the story 's going , or how [[lasting]] it 's going to take to get there . ",0.003030717372894287,0.5854160785675049,0,1,0,171,"Successful"
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[costs]] a family of four about $ 40 to see a film in [[theaters]] , why spend [[money]] on a [[dog]] like this when you can [[rent]] a [[pedigree]] [[instead]] ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[fresh]] a family of four about $ 40 to see a film in [[filmmaking]] , why spend [[capital]] on a [[bichon]] like this when you can [[tenancy]] a [[ancestral]] [[relatively]] ? ",0.01368027925491333,0.1124531626701355,0,0,0,200,"Failed"
"a woman 's [[pic]] [[directed]] with [[resonance]] by ilya chaiken . ","a woman 's [[pac]] [[targeted]] with [[harmonics]] by ilya chaiken . ",0.004096686840057373,0.9606097936630249,1,0,1,70,"Successful"
"may reawaken discussion of the kennedy assassination but this fictional film looks [[made]] for [[cable]] rather than for the big screen . ","may reawaken discussion of the kennedy assassination but this fictional film looks [[brought]] for [[coax]] rather than for the big screen . ",0.033753156661987305,0.6442743539810181,0,1,0,85,"Successful"
"characters [[still]] need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters [[yet]] need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.17694216966629028,0.8860849738121033,0,1,0,63,"Successful"
"the [[end]] [[result]] is a [[film]] that 's neither . ","the [[completes]] [[accomplishment]] is a [[photographer]] that 's neither . ",0.003021240234375,0.19005006551742554,0,0,0,135,"Failed"
"[[manages]] to [[be]] sweet and wickedly [[satisfying]] at the same time . ","[[implements]] to [[got]] sweet and wickedly [[fecund]] at the same time . ",0.0024116039276123047,0.6983973979949951,1,0,1,79,"Successful"
"leigh 's film is [[full]] of [[memorable]] performances from top to bottom . ","leigh 's film is [[utter]] of [[salient]] performances from top to bottom . ",0.0017305612564086914,0.977485179901123,1,0,1,69,"Successful"
"it 's also , clearly , great [[fun]] . ","it 's also , clearly , great [[droll]] . ",0.0020272135734558105,0.9337445497512817,1,0,1,44,"Successful"
"rarely has leukemia looked so shimmering and benign . ","rarely has leukemia looked so shimmering and benign . ",0.7049442529678345,0.7049442529678345,1,1,0,1,"Skipped"
"it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ","it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ",0.8680166006088257,0.8680166006088257,0,0,1,1,"Skipped"
"determined to be fun , and bouncy , with energetic musicals , the humor [[did]] n't quite [[engage]] this adult . ","determined to be fun , and bouncy , with energetic musicals , the humor [[know]] n't quite [[engages]] this adult . ",0.010128319263458252,0.6484569311141968,0,1,0,98,"Successful"
"if you dig on david mamet 's mind tricks ... rent this movie and [[enjoy]] ! ","if you dig on david mamet 's mind tricks ... rent this movie and [[has]] ! ",0.0026895999908447266,0.6544331312179565,1,0,1,47,"Successful"
"bleakly [[funny]] , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly [[droll]] , its characters all the more touching for refusing to pity or memorialize themselves . ",0.002389669418334961,0.6042864918708801,1,0,1,52,"Successful"
"delivers the same [[old]] same [[old]] , tarted up with latin flava and [[turned]] out by hollywood playas . ","delivers the same [[previous]] same [[previous]] , tarted up with latin flava and [[evolved]] out by hollywood playas . ",0.03112339973449707,0.5109242796897888,0,1,0,98,"Successful"
"[[does]] n't [[offer]] [[much]] besides glib soullessness , raunchy language and a series of brutal [[set]] pieces ... that raise the bar on stylized screen [[violence]] . ","[[fact]] n't [[tender]] [[muy]] besides glib soullessness , raunchy language and a series of brutal [[setting]] pieces ... that raise the bar on stylized screen [[onslaught]] . ",0.004423260688781738,0.5347118377685547,0,1,0,165,"Successful"
"it made me [[want]] to wrench my eyes out of my head and [[toss]] them at the screen . ","it made me [[dont]] to wrench my eyes out of my head and [[lays]] them at the screen . ",0.01735907793045044,0.5475658178329468,0,1,0,75,"Successful"
"the film 's [[performances]] are [[thrilling]] . ","the film 's [[executions]] are [[scintillating]] . ",0.0018132328987121582,0.981326162815094,1,0,1,51,"Successful"
"unfortunately , it 's not silly fun unless you [[enjoy]] really [[bad]] [[movies]] . ","unfortunately , it 's not silly fun unless you [[cherishes]] really [[wicked]] [[panorama]] . ",0.008736491203308105,0.9107761979103088,0,1,0,138,"Successful"
"it 's a [[bad]] [[thing]] when a [[movie]] [[has]] about as [[much]] [[substance]] as its [[end]] [[credits]] blooper [[reel]] . ","it 's a [[wicked]] [[something]] when a [[moviemaking]] [[enjoy]] about as [[multiple]] [[compounds]] as its [[closure]] [[lending]] blooper [[roller]] . ",0.002797245979309082,0.8987572193145752,0,1,0,200,"Successful"
"i sympathize with the [[plight]] of these families , but the [[movie]] [[does]] n't do a [[very]] good job [[conveying]] the issue at hand . ","i sympathize with the [[quandary]] of these families , but the [[movies]] [[fact]] n't do a [[abundantly]] good job [[sends]] the issue at hand . ",0.0027481913566589355,0.4975202679634094,0,0,0,200,"Failed"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9969615936279297,0.9969615936279297,1,1,0,1,"Skipped"
"though perry and hurley make inspiring efforts to breathe life into the disjointed , [[haphazard]] script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ","though perry and hurley make inspiring efforts to breathe life into the disjointed , [[disjointed]] script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0.1042095422744751,0.7074859142303467,0,1,0,53,"Successful"
"a must-see for the david mamet [[enthusiast]] and for anyone who [[appreciates]] [[intelligent]] , [[stylish]] [[moviemaking]] . ","a must-see for the david mamet [[amateur]] and for anyone who [[recognized]] [[malignant]] , [[glossy]] [[screenwriting]] . ",0.0021619200706481934,0.43284934759140015,1,1,1,128,"Failed"
"pacino is [[brilliant]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is [[super]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",0.006250143051147461,0.8862645030021667,1,0,1,55,"Successful"
"` de niro ... is a veritable source of [[sincere]] [[passion]] that this hollywood contrivance orbits around . ' ","` de niro ... is a veritable source of [[genuinely]] [[caprice]] that this hollywood contrivance orbits around . ' ",0.003957629203796387,0.83818519115448,1,0,1,91,"Successful"
"a misogynistic [[piece]] of [[filth]] that [[attempts]] to [[pass]] itself off as hip , young [[adult]] entertainment . ","a misogynistic [[slice]] of [[monsters]] that [[tempting]] to [[passport]] itself off as hip , young [[evolved]] entertainment . ",0.002872288227081299,0.6331470012664795,0,1,0,156,"Successful"
"its story may be a thousand years old , but why did it have to [[seem]] [[like]] it [[took]] another thousand to tell it to us ? ","its story may be a thousand years old , but why did it have to [[gaze]] [[amore]] it [[accomplished]] another thousand to tell it to us ? ",0.007791280746459961,0.6416884660720825,0,1,0,89,"Successful"
"try as i may , i ca n't think of a single good [[reason]] to see this movie , even [[though]] everyone in my group extemporaneously [[shouted]] , ` thank you ! ' ","try as i may , i ca n't think of a single good [[raison]] to see this movie , even [[albeit]] everyone in my group extemporaneously [[exclaimed]] , ` thank you ! ' ",0.01630544662475586,0.7982141971588135,0,1,0,116,"Successful"
"the [[movie]] is [[beautiful]] to behold and [[engages]] one in a [[sense]] of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ","the [[theaters]] is [[leggy]] to behold and [[commit]] one in a [[foreboding]] of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ",0.0023290514945983887,0.5982310771942139,1,0,1,147,"Successful"
"a [[celebration]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ","a [[celebrations]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",0.09512853622436523,0.5936854481697083,1,0,1,55,"Successful"
"morton uses her face and her body language to bring us morvern 's [[soul]] , even [[though]] the [[character]] is almost completely deadpan . ","morton uses her face and her body language to bring us morvern 's [[gist]] , even [[except]] the [[personage]] is almost completely deadpan . ",0.0043447017669677734,0.7184569835662842,1,0,1,75,"Successful"
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed [[slice]] of [[life]] . ","instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed [[lowering]] of [[vie]] . ",0.0026215314865112305,0.6665714979171753,1,0,1,82,"Successful"
"my thoughts were focused on the [[characters]] . ","my thoughts were focused on the [[typeface]] . ",0.01757073402404785,0.6217144131660461,1,0,1,46,"Successful"
"so , too , is this [[comedy]] about mild culture clashing in today 's new delhi . ","so , too , is this [[derision]] about mild culture clashing in today 's new delhi . ",0.028530478477478027,0.9853506088256836,1,0,1,55,"Successful"
"for [[starters]] , the [[story]] is just too [[slim]] . ","for [[beginners]] , the [[storeys]] is just too [[cleverly]] . ",0.0026699304580688477,0.9163569808006287,0,1,0,75,"Successful"
"this is a [[winning]] [[ensemble]] comedy that shows [[canadians]] can put gentle laughs and equally gentle sentiments on the button , just as [[easily]] as their counterparts anywhere else in the world . ","this is a [[defeating]] [[overall]] comedy that shows [[canadiens]] can put gentle laughs and equally gentle sentiments on the button , just as [[mildly]] as their counterparts anywhere else in the world . ",0.002027451992034912,0.6963186264038086,1,0,1,122,"Successful"
"at the very least , if you [[do]] n't know anything about derrida when you walk into the theater , you wo n't know [[much]] more when you leave . ","at the very least , if you [[suis]] n't know anything about derrida when you walk into the theater , you wo n't know [[dramatically]] more when you leave . ",0.042392730712890625,0.5821511745452881,0,1,0,100,"Successful"
