"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"sam mendes has become valedictorian at the school for soft landings and easy ways out . ","sam mendes has become valedictorian at the school for soft landings and easy ways out . ",0.8994873762130737,0.8994873762130737,1,1,0,1,"Skipped"
"one of the [[smartest]] [[takes]] on singles [[culture]] i 've seen in a [[long]] [[time]] . ","one of the [[brightest]] [[assumes]] on singles [[cultura]] i 've seen in a [[longer]] [[stardate]] . ",0.04663664102554321,0.589793860912323,1,0,1,112,"Successful"
"moody , [[heartbreaking]] , and filmed in a [[natural]] , unforced style that makes its characters seem entirely [[convincing]] even when its script is not . ","moody , [[depressing]] , and filmed in a [[inborn]] , unforced style that makes its characters seem entirely [[convinced]] even when its script is not . ",0.00826716423034668,0.6894025802612305,1,0,1,66,"Successful"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.9432998895645142,0.9432998895645142,1,1,0,1,"Skipped"
"comes ... uncomfortably [[close]] to coasting in the treads of the bicycle [[thief]] . ","comes ... uncomfortably [[finalize]] to coasting in the treads of the bicycle [[villain]] . ",0.18185335397720337,0.6407453417778015,0,1,0,79,"Successful"
"warm water under a red bridge is a quirky and [[poignant]] japanese film that [[explores]] the [[fascinating]] connections between women , water , nature , and sexuality . ","warm water under a red bridge is a quirky and [[dreaded]] japanese film that [[consider]] the [[stunning]] connections between women , water , nature , and sexuality . ",0.029551446437835693,0.37959718704223633,1,1,1,200,"Failed"
"it [[seems]] to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it [[seem]] to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.4716832637786865,0.8441106081008911,0,1,0,41,"Successful"
"old-form [[moviemaking]] at its [[best]] . ","old-form [[postproduction]] at its [[upper]] . ",0.04900425672531128,0.9388229846954346,1,0,1,50,"Successful"
"turns potentially forgettable formula into something strangely [[diverting]] . ","turns potentially forgettable formula into something strangely [[distracted]] . ",0.052246153354644775,0.9200270771980286,1,0,1,13,"Successful"
"( lawrence bounces ) all over the stage , [[dancing]] , [[running]] , sweating , mopping his face and generally displaying the wacky talent that [[brought]] him fame in the first place . ","( lawrence bounces ) all over the stage , [[ballet]] , [[execution]] , sweating , mopping his face and generally displaying the wacky talent that [[posed]] him fame in the first place . ",0.048840343952178955,0.5067192316055298,1,0,1,144,"Successful"
"a [[movie]] that [[reminds]] us of just how [[exciting]] and [[satisfying]] the fantasy [[cinema]] can be when it 's approached with [[imagination]] and [[flair]] . ","a [[cinematographers]] that [[cautioned]] us of just how [[enigmatic]] and [[comforting]] the fantasy [[theater]] can be when it 's approached with [[conception]] and [[talent]] . ",0.04094201326370239,0.31428778171539307,1,1,1,200,"Failed"
"confirms the nagging suspicion that ethan hawke would be even [[worse]] behind the camera than he is in front of it . ","confirms the nagging suspicion that ethan hawke would be even [[shittiest]] behind the camera than he is in front of it . ",0.20666903257369995,0.501639723777771,0,1,0,48,"Successful"
"in the [[end]] , we are [[left]] with something like two [[ships]] passing in the night rather than any [[insights]] into gay love , chinese society or the price one pays for being dishonest . ","in the [[concluding]] , we are [[departs]] with something like two [[flotilla]] passing in the night rather than any [[delusions]] into gay love , chinese society or the price one pays for being dishonest . ",0.17758315801620483,0.5436651706695557,0,1,0,145,"Successful"
"montias ... [[pumps]] a lot of energy into his [[nicely]] nuanced narrative and [[surrounds]] himself with a cast of [[quirky]] -- but not stereotyped -- street [[characters]] . ","montias ... [[pompe]] a lot of energy into his [[coldly]] nuanced narrative and [[besiege]] himself with a cast of [[loony]] -- but not stereotyped -- street [[specifics]] . ",0.006523430347442627,0.6144614815711975,1,0,1,165,"Successful"
"it provides the [[grand]] , [[intelligent]] [[entertainment]] of a superior cast [[playing]] [[smart]] people amid a [[compelling]] plot . ","it provides the [[gargantuan]] , [[brainy]] [[droll]] of a superior cast [[bets]] [[termite]] people amid a [[compel]] plot . ",0.0032497644424438477,0.6749359369277954,1,0,1,200,"Successful"
"[[suffers]] from the [[lack]] of a [[compelling]] or [[comprehensible]] narrative . ","[[experiencing]] from the [[rarity]] of a [[potent]] or [[understandable]] narrative . ",0.0037693381309509277,0.9879422783851624,0,1,0,111,"Successful"
"in execution , this clever idea is far [[less]] funny than the original , killers from space . ","in execution , this clever idea is far [[minus]] funny than the original , killers from space . ",0.02011585235595703,0.8241242170333862,0,1,0,61,"Successful"
"scooby dooby doo / and shaggy too / you both look and sound [[great]] . ","scooby dooby doo / and shaggy too / you both look and sound [[prodigious]] . ",0.006956696510314941,0.7212517857551575,1,0,1,39,"Successful"
"the tale of [[tok]] ( andy lau ) , a sleek sociopath on the trail of o ( [[takashi]] sorimachi ) , the most legendary of asian hitmen , is too scattershot to take [[hold]] . ","the tale of [[brook]] ( andy lau ) , a sleek sociopath on the trail of o ( [[inoue]] sorimachi ) , the most legendary of asian hitmen , is too scattershot to take [[detainees]] . ",0.23884761333465576,0.47066450119018555,0,0,0,200,"Failed"
"it all [[drags]] on so interminably it 's like watching a [[miserable]] relationship unfold in real time . ","it all [[plunges]] on so interminably it 's like watching a [[forlorn]] relationship unfold in real time . ",0.17112547159194946,0.6334389448165894,0,1,0,62,"Successful"
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ","pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.6803817749023438,0.6803817749023438,1,1,0,1,"Skipped"
"looks and feels like a project [[better]] suited for the small screen . ","looks and feels like a project [[well]] suited for the small screen . ",0.3092234134674072,0.9809266328811646,0,1,0,18,"Successful"
"forced , familiar and thoroughly [[condescending]] . ","forced , familiar and thoroughly [[cocky]] . ",0.02810966968536377,0.9370384812355042,0,1,0,41,"Successful"
"that is a [[compliment]] to kuras and [[miller]] . ","that is a [[felicitations]] to kuras and [[mailer]] . ",0.007343769073486328,0.6770235300064087,1,0,1,53,"Successful"
"it 's not the [[ultimate]] depression-era gangster movie . ","it 's not the [[eventual]] depression-era gangster movie . ",0.02957165241241455,0.7945142388343811,0,1,0,18,"Successful"
"[[sacrifices]] the value of its [[wealth]] of archival foot-age with its less-than-objective stance . ","[[offerings]] the value of its [[richness]] of archival foot-age with its less-than-objective stance . ",0.03466463088989258,0.9532893896102905,0,1,0,52,"Successful"
"the character of zigzag is not [[sufficiently]] [[developed]] to [[support]] a film [[constructed]] around him . ","the character of zigzag is not [[fairly]] [[industrialized]] to [[succour]] a film [[rests]] around him . ",0.011759638786315918,0.5333594083786011,0,1,0,194,"Successful"
"what better message than ` love thyself ' could young women of any size receive ? ","what better message than ` love thyself ' could young women of any size receive ? ",0.7669609785079956,0.7669609785079956,0,0,1,1,"Skipped"
"a [[solid]] film ... but more conscientious than it is truly stirring . ","a [[stables]] film ... but more conscientious than it is truly stirring . ",0.2099880576133728,0.8293833136558533,1,0,1,39,"Successful"
"while ( hill ) has learned [[new]] tricks , the tricks alone are not enough to [[salvage]] this [[lifeless]] boxing [[film]] . ","while ( hill ) has learned [[newest]] tricks , the tricks alone are not enough to [[regained]] this [[flimsy]] boxing [[cinematography]] . ",0.10909360647201538,0.4150692820549011,0,0,0,200,"Failed"
"the [[best]] that can be said about the work here of scottish director ritchie ... is that he [[obviously]] does n't have his heart in it . ","the [[good]] that can be said about the work here of scottish director ritchie ... is that he [[assuredly]] does n't have his heart in it . ",0.12967628240585327,0.7165847420692444,0,1,0,105,"Successful"
"about a manga-like heroine who [[fights]] back at her [[abusers]] , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who [[brawl]] back at her [[offenders]] , it 's energetic and satisfying if not deep and psychological . ",0.005148112773895264,0.04257231950759888,1,1,1,167,"Failed"
"the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ","the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ",0.5321052074432373,0.5321052074432373,1,1,0,1,"Skipped"
"[[feels]] too formulaic and too familiar to [[produce]] the transgressive thrills of early [[underground]] [[work]] . ","[[senses]] too formulaic and too familiar to [[created]] the transgressive thrills of early [[ulterior]] [[cooperative]] . ",0.008437573909759521,0.43207257986068726,0,0,0,200,"Failed"
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[positively]] french in its rhythms and resonance . ","the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[strenuously]] french in its rhythms and resonance . ",0.1948811411857605,0.6213572025299072,1,0,1,49,"Successful"
"overall [[very]] [[good]] for what it 's trying to do . ","overall [[unimaginably]] [[advisable]] for what it 's trying to do . ",0.011415302753448486,0.9827567934989929,1,0,1,78,"Successful"
"a [[big]] , [[gorgeous]] , sprawling swashbuckler that [[delivers]] its diversions in [[grand]] , uncomplicated [[fashion]] . ","a [[whopping]] , [[glamorous]] , sprawling swashbuckler that [[offered]] its diversions in [[gigantic]] , uncomplicated [[frock]] . ",0.005697965621948242,0.5393927097320557,1,0,1,197,"Successful"
"a difficult , [[absorbing]] [[film]] that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a difficult , [[purchasing]] [[movies]] that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0.005078732967376709,0.6514151096343994,1,0,1,73,"Successful"
"the heavy-handed film is almost [[laughable]] as a consequence . ","the heavy-handed film is almost [[ironic]] as a consequence . ",0.1271367073059082,0.8653607368469238,0,1,0,48,"Successful"
"a [[solid]] [[examination]] of the male midlife crisis . ","a [[beefy]] [[scrutinize]] of the male midlife crisis . ",0.00921255350112915,0.8102933168411255,1,0,1,96,"Successful"
"a nightmare [[date]] with a half-formed wit done a great [[disservice]] by a [[lack]] of [[critical]] distance and a [[sad]] [[trust]] in liberal arts college bumper sticker platitudes . ","a nightmare [[moment]] with a half-formed wit done a great [[perpetuating]] by a [[rarity]] of [[indispensable]] distance and a [[baleful]] [[credibility]] in liberal arts college bumper sticker platitudes . ",0.014032304286956787,0.6032849550247192,0,1,0,200,"Successful"
"[[manages]] to [[transcend]] the sex , drugs and show-tunes plot into something [[far]] richer . ","[[administered]] to [[overtake]] the sex , drugs and show-tunes plot into something [[severely]] richer . ",0.038503050804138184,0.9097095131874084,1,0,1,108,"Successful"
"it takes talent to make a [[lifeless]] movie about the most heinous man who ever lived . ","it takes talent to make a [[tenuous]] movie about the most heinous man who ever lived . ",0.026482582092285156,0.5883294343948364,0,1,0,40,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[confused]] when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself [[puzzled]] when it came time to get to the heart of the movie . ",0.40986865758895874,0.6394796371459961,0,1,0,59,"Successful"
"like leon , it 's frustrating and still oddly [[likable]] . ","like leon , it 's frustrating and still oddly [[unlikable]] . ",0.024257779121398926,0.8562729358673096,1,0,1,41,"Successful"
"uncommonly stylish but equally silly ... the picture [[fails]] to [[generate]] much suspense , nor [[does]] it ask searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the picture [[overlooking]] to [[manufactures]] much suspense , nor [[desires]] it ask searching enough questions to justify its pretensions . ",0.03697848320007324,0.40136289596557617,0,0,0,200,"Failed"
"not [[exactly]] the bees knees ","not [[exclusively]] the bees knees ",0.10279321670532227,0.5968741178512573,0,1,0,52,"Successful"
"there [[seems]] to [[be]] no [[clear]] path as to where the [[story]] 's [[going]] , or how long it 's going to take to get there . ","there [[emerges]] to [[coming]] no [[flagrant]] path as to where the [[escudos]] 's [[letting]] , or how long it 's going to take to get there . ",0.046582579612731934,0.5379117727279663,0,1,0,197,"Successful"
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[costs]] a family of four about $ 40 to see a film in theaters , why [[spend]] money on a [[dog]] like this when you can [[rent]] a pedigree [[instead]] ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[fresh]] a family of four about $ 40 to see a film in theaters , why [[expense]] money on a [[pup]] like this when you can [[tenants]] a pedigree [[relatively]] ? ",0.21376997232437134,0.44317954778671265,0,0,0,200,"Failed"
"a [[woman]] 's [[pic]] [[directed]] with [[resonance]] by [[ilya]] chaiken . ","a [[wives]] 's [[pac]] [[targeted]] with [[harmonics]] by [[elia]] chaiken . ",0.021623730659484863,0.7897092700004578,1,0,1,106,"Successful"
"may reawaken discussion of the kennedy assassination but this fictional film looks made for cable [[rather]] than for the big screen . ","may reawaken discussion of the kennedy assassination but this fictional film looks made for cable [[totally]] than for the big screen . ",0.20725327730178833,0.6694986820220947,0,1,0,53,"Successful"
"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.5172836780548096,0.5172836780548096,1,1,0,1,"Skipped"
"the end [[result]] is a [[film]] that 's neither . ","the end [[accomplishment]] is a [[pictures]] that 's neither . ",0.04588615894317627,0.4505576491355896,0,0,0,135,"Failed"
"[[manages]] to [[be]] sweet and wickedly satisfying at the same [[time]] . ","[[operated]] to [[come]] sweet and wickedly satisfying at the same [[dated]] . ",0.016111016273498535,0.5499836802482605,1,0,1,150,"Successful"
"leigh 's film is [[full]] of [[memorable]] performances from top to bottom . ","leigh 's film is [[utter]] of [[prodigious]] performances from top to bottom . ",0.008163392543792725,0.5277920961380005,1,0,1,69,"Successful"
"it 's also , clearly , [[great]] [[fun]] . ","it 's also , clearly , [[sizable]] [[distracting]] . ",0.004306435585021973,0.5082577466964722,1,0,1,91,"Successful"
"rarely has leukemia looked so shimmering and benign . ","rarely has leukemia looked so shimmering and benign . ",0.882649302482605,0.882649302482605,1,1,0,1,"Skipped"
"it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ","it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ",0.5774253606796265,0.5774253606796265,0,0,1,1,"Skipped"
"determined to be fun , and [[bouncy]] , with energetic musicals , the humor did n't [[quite]] engage this adult . ","determined to be fun , and [[tyres]] , with energetic musicals , the humor did n't [[rather]] engage this adult . ",0.2590620517730713,0.8753287196159363,0,1,0,65,"Successful"
"if you dig on david mamet 's mind tricks ... rent this movie and [[enjoy]] ! ","if you dig on david mamet 's mind tricks ... rent this movie and [[receive]] ! ",0.019687116146087646,0.5506765842437744,1,0,1,47,"Successful"
"bleakly [[funny]] , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly [[bizarre]] , its characters all the more touching for refusing to pity or memorialize themselves . ",0.03400355577468872,0.5748534798622131,1,0,1,52,"Successful"
"delivers the same [[old]] same [[old]] , tarted up with [[latin]] flava and [[turned]] out by hollywood playas . ","delivers the same [[longstanding]] same [[senior]] , tarted up with [[latina]] flava and [[turn]] out by hollywood playas . ",0.11109763383865356,0.633063793182373,0,1,0,97,"Successful"
"[[does]] n't offer much besides glib soullessness , [[raunchy]] [[language]] and a series of brutal set pieces ... that raise the bar on stylized screen [[violence]] . ","[[es]] n't offer much besides glib soullessness , [[lighthearted]] [[tongue]] and a series of brutal set pieces ... that raise the bar on stylized screen [[ruthlessness]] . ",0.21046864986419678,0.5449898838996887,0,1,0,162,"Successful"
"it made me [[want]] to wrench my eyes out of my head and [[toss]] them at the screen . ","it made me [[desire]] to wrench my eyes out of my head and [[lays]] them at the screen . ",0.19405686855316162,0.5518319606781006,0,1,0,75,"Successful"
"the film 's [[performances]] are [[thrilling]] . ","the film 's [[executions]] are [[scintillating]] . ",0.002982020378112793,0.7473018169403076,1,0,1,51,"Successful"
"unfortunately , it 's not silly [[fun]] unless you enjoy really [[bad]] [[movies]] . ","unfortunately , it 's not silly [[giggle]] unless you enjoy really [[dirty]] [[scene]] . ",0.055609285831451416,0.5131978392601013,0,1,0,134,"Successful"
"it 's a [[bad]] [[thing]] when a movie [[has]] about as much [[substance]] as its [[end]] credits blooper reel . ","it 's a [[mala]] [[things]] when a movie [[enjoy]] about as much [[merits]] as its [[fin]] credits blooper reel . ",0.011378705501556396,0.5031155943870544,0,1,0,198,"Successful"
"i sympathize with the [[plight]] of these families , but the [[movie]] does n't [[do]] a [[very]] good job conveying the issue at hand . ","i sympathize with the [[sadness]] of these families , but the [[theater]] does n't [[could]] a [[pretty]] good job conveying the issue at hand . ",0.06334143877029419,0.5646793842315674,0,1,0,158,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9404654502868652,0.9404654502868652,1,1,0,1,"Skipped"
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ","though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0.5113776922225952,0.5113776922225952,1,1,0,1,"Skipped"
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish [[moviemaking]] . ","a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish [[cinematographers]] . ",0.007333338260650635,0.018735885620117188,1,1,1,130,"Failed"
"pacino is [[brilliant]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is [[great]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",0.09496337175369263,0.6752508878707886,1,0,1,55,"Successful"
"` [[de]] niro ... is a veritable source of [[sincere]] [[passion]] that this hollywood contrivance orbits around . ' ","` [[aux]] niro ... is a veritable source of [[cordially]] [[whim]] that this hollywood contrivance orbits around . ' ",0.1230994462966919,0.530075192451477,1,0,1,115,"Successful"
"a [[misogynistic]] [[piece]] of filth that [[attempts]] to [[pass]] itself off as hip , young [[adult]] entertainment . ","a [[chauvinist]] [[primal]] of filth that [[endeavour]] to [[enactment]] itself off as hip , young [[grown]] entertainment . ",0.015805542469024658,0.6633985042572021,0,1,0,128,"Successful"
"its story may be a thousand years old , but why did it have to [[seem]] [[like]] it [[took]] another [[thousand]] to tell it to us ? ","its story may be a thousand years old , but why did it have to [[appearing]] [[lover]] it [[accomplished]] another [[thousands]] to tell it to us ? ",0.09678161144256592,0.5382945537567139,0,1,0,95,"Successful"
"try as i may , i [[ca]] n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ","try as i may , i [[could]] n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0.2984964847564697,0.5793149471282959,0,1,0,38,"Successful"
"the movie is [[beautiful]] to behold and [[engages]] one in a [[sense]] of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier [[productions]] . ","the movie is [[jamil]] to behold and [[undertake]] one in a [[foreboding]] of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier [[fabrication]] . ",0.0638086199760437,0.5691417455673218,1,0,1,156,"Successful"
"a [[celebration]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ","a [[celebrations]] of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",0.45302605628967285,0.5635268688201904,1,0,1,55,"Successful"
"morton uses her face and her body language to [[bring]] us morvern 's soul , even [[though]] the character is almost completely deadpan . ","morton uses her face and her body language to [[supplying]] us morvern 's soul , even [[besides]] the character is almost completely deadpan . ",0.14713984727859497,0.5250611305236816,1,0,1,86,"Successful"
"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed [[slice]] of [[life]] . ","instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed [[slices]] of [[inhabits]] . ",0.0338478684425354,0.5164502859115601,1,0,1,82,"Successful"
"my thoughts were focused on the [[characters]] . ","my thoughts were focused on the [[typeface]] . ",0.09573215246200562,0.5205093622207642,1,0,1,46,"Successful"
"so , too , is this comedy about mild [[culture]] clashing in today 's new [[delhi]] . ","so , too , is this comedy about mild [[crops]] clashing in today 's new [[deli]] . ",0.1313457489013672,0.616021990776062,1,0,1,46,"Successful"
"for starters , the story is just too [[slim]] . ","for starters , the story is just too [[smart]] . ",0.037353456020355225,0.8739017844200134,0,1,0,28,"Successful"
"this is a [[winning]] ensemble comedy that [[shows]] canadians can put gentle [[laughs]] and equally [[gentle]] sentiments on the button , just as easily as their counterparts anywhere else in the [[world]] . ","this is a [[avail]] ensemble comedy that [[indicate]] canadians can put gentle [[giggle]] and equally [[saggy]] sentiments on the button , just as easily as their counterparts anywhere else in the [[mondo]] . ",0.032925963401794434,0.27465879917144775,1,1,1,200,"Failed"
"at the very least , if you do n't know anything about derrida when you walk into the [[theater]] , you [[wo]] n't know [[much]] more when you leave . ","at the very least , if you do n't know anything about derrida when you walk into the [[movies]] , you [[did]] n't know [[tremendously]] more when you leave . ",0.35457974672317505,0.5545932650566101,0,1,0,93,"Successful"
