"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ","every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ",0.5352984666824341,0.5352984666824341,1,1,0,1,"Skipped"
"comes ... [[uncomfortably]] close to coasting in the treads of the bicycle thief . ","comes ... [[alarmingly]] close to coasting in the treads of the bicycle thief . ",0.00901252031326294,0.8752493262290955,0,1,0,45,"Successful"
"[[warm]] water under a red bridge is a quirky and [[poignant]] japanese film that explores the fascinating connections between women , water , nature , and sexuality . ","[[lukewarm]] water under a red bridge is a quirky and [[abysmal]] japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",8.0108642578125e-05,0.24688953161239624,1,1,1,80,"Failed"
"it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ","it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ",0.7128122448921204,0.7128122448921204,1,1,0,1,"Skipped"
"old-form moviemaking at its [[best]] . ","old-form moviemaking at its [[preferable]] . ",0.029225647449493408,0.5514280796051025,1,0,1,34,"Successful"
"turns potentially forgettable formula into something strangely diverting . ","turns potentially forgettable formula into something strangely diverting . ",0.9867659211158752,0.9867659211158752,0,0,1,1,"Skipped"
"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the [[wacky]] talent that brought him fame in the first place . ","( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the [[silly]] talent that brought him fame in the first place . ",0.16446048021316528,0.5822668671607971,1,0,1,46,"Successful"
"a movie that reminds [[us]] of just how [[exciting]] and [[satisfying]] the fantasy cinema can be when it 's approached with imagination and flair . ","a movie that reminds [[we]] of just how [[breathless]] and [[positives]] the fantasy cinema can be when it 's approached with imagination and flair . ",0.0009243488311767578,0.3852282166481018,1,1,1,80,"Failed"
"confirms the [[nagging]] suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ","confirms the [[poignant]] suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ",0.0070136189460754395,0.5894596576690674,0,1,0,47,"Successful"
"in the end , we are left with something like two ships passing in the night rather than any [[insights]] into gay love , chinese society or the price one pays for being [[dishonest]] . ","in the end , we are left with something like two ships passing in the night rather than any [[ideology]] into gay love , chinese society or the price one pays for being [[corrupt]] . ",0.0019170045852661133,0.04615098237991333,0,0,0,80,"Failed"
"montias ... pumps a lot of [[energy]] into his [[nicely]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ","montias ... pumps a lot of [[energies]] into his [[marginally]] nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ",0.07849150896072388,0.7084934711456299,1,0,1,73,"Successful"
"it provides the grand , [[intelligent]] entertainment of a [[superior]] [[cast]] playing smart people amid a [[compelling]] plot . ","it provides the grand , [[cleverly]] entertainment of a [[upper]] [[throw]] playing smart people amid a [[convince]] plot . ",0.00016558170318603516,0.6325026750564575,1,0,1,80,"Successful"
"[[suffers]] from the [[lack]] of a compelling or comprehensible narrative . ","[[tribulations]] from the [[imperfection]] of a compelling or comprehensible narrative . ",0.0001671314239501953,0.775405764579773,0,1,0,80,"Successful"
"in execution , this clever idea is far [[less]] funny than the original , killers from space . ","in execution , this clever idea is far [[modicum]] funny than the original , killers from space . ",0.04085862636566162,0.5850438475608826,0,1,0,61,"Successful"
"scooby dooby [[doo]] / and shaggy too / you both [[look]] and sound [[great]] . ","scooby dooby [[projection]] / and shaggy too / you both [[blankly]] and sound [[large]] . ",0.003810584545135498,0.14912259578704834,1,1,1,80,"Failed"
"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ","the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0.6419156789779663,0.6419156789779663,1,1,0,1,"Skipped"
"it all [[drags]] on [[so]] interminably it 's like watching a [[miserable]] relationship unfold in real time . ","it all [[plunges]] on [[if]] interminably it 's like watching a [[sorrowful]] relationship unfold in real time . ",0.00022977590560913086,0.7362275123596191,0,1,0,73,"Successful"
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ","pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.8757521510124207,0.8757521510124207,1,1,0,1,"Skipped"
"looks and [[feels]] like a project better suited for the small screen . ","looks and [[senses]] like a project better suited for the small screen . ",0.0847100019454956,0.9741248488426208,0,1,0,51,"Successful"
"forced , familiar and thoroughly [[condescending]] . ","forced , familiar and thoroughly [[belittling]] . ",0.0035863518714904785,0.9330711960792542,0,1,0,41,"Successful"
"that is a [[compliment]] to kuras and miller . ","that is a [[accolades]] to kuras and miller . ",0.0017138123512268066,0.020862221717834473,1,1,1,53,"Failed"
"it 's not the ultimate depression-era gangster movie . ","it 's not the ultimate depression-era gangster movie . ",0.5036314725875854,0.5036314725875854,1,1,0,1,"Skipped"
"[[sacrifices]] the value of its wealth of archival foot-age with its less-than-objective stance . ","[[offers]] the value of its wealth of archival foot-age with its less-than-objective stance . ",0.010257184505462646,0.8852675557136536,0,1,0,23,"Successful"
"the [[character]] of zigzag is not sufficiently developed to [[support]] a film constructed around him . ","the [[qualities]] of zigzag is not sufficiently developed to [[backed]] a film constructed around him . ",0.0024932026863098145,0.06944882869720459,0,0,0,80,"Failed"
"what better message than ` [[love]] thyself ' could young women of any size receive ? ","what better message than ` [[adores]] thyself ' could young women of any size receive ? ",0.28757381439208984,0.8216264247894287,1,0,1,42,"Successful"
"a [[solid]] film ... but more conscientious than it is [[truly]] stirring . ","a [[audio]] film ... but more conscientious than it is [[altogether]] stirring . ",9.441375732421875e-05,0.8210059404373169,1,0,1,73,"Successful"
"while ( hill ) has learned new tricks , the tricks alone are not enough to [[salvage]] this lifeless boxing [[film]] . ","while ( hill ) has learned new tricks , the tricks alone are not enough to [[reclaiming]] this lifeless boxing [[filmmakers]] . ",0.08860588073730469,0.29164427518844604,0,0,0,80,"Failed"
"the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ","the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ",0.9743187427520752,0.9743187427520752,1,1,0,1,"Skipped"
"about a manga-like [[heroine]] who fights back at her [[abusers]] , it 's [[energetic]] and [[satisfying]] if not deep and psychological . ","about a manga-like [[hero]] who fights back at her [[molesters]] , it 's [[emphatic]] and [[fecund]] if not deep and psychological . ",0.013286173343658447,0.6230570077896118,1,0,1,61,"Successful"
"the talented and clever robert rodriguez [[perhaps]] put a little too [[much]] heart into his first film and did n't reserve enough for his second . ","the talented and clever robert rodriguez [[conceivably]] put a little too [[deeply]] heart into his first film and did n't reserve enough for his second . ",0.020048439502716064,0.3902058005332947,0,0,0,80,"Failed"
"[[feels]] too formulaic and too [[familiar]] to produce the transgressive thrills of [[early]] underground work . ","[[believing]] too formulaic and too [[cognizant]] to produce the transgressive thrills of [[timely]] underground work . ",0.0304449200630188,0.3751347064971924,0,0,0,80,"Failed"
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[positively]] french in its [[rhythms]] and resonance . ","the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems [[strenuously]] french in its [[tempos]] and resonance . ",0.0009003877639770508,0.7476611733436584,1,0,1,68,"Successful"
"overall [[very]] [[good]] for what it 's trying to do . ","overall [[severely]] [[adequate]] for what it 's trying to do . ",0.004152834415435791,0.9982125759124756,1,0,1,78,"Successful"
"a big , [[gorgeous]] , sprawling swashbuckler that [[delivers]] its diversions in grand , uncomplicated fashion . ","a big , [[admirable]] , sprawling swashbuckler that [[constitutes]] its diversions in grand , uncomplicated fashion . ",0.0003929734230041504,0.009200036525726318,1,1,1,80,"Failed"
"a difficult , [[absorbing]] film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ","a difficult , [[getting]] film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear . ",0.03273642063140869,0.8725658059120178,1,0,1,54,"Successful"
"the heavy-handed film is almost [[laughable]] as a consequence . ","the heavy-handed film is almost [[nutty]] as a consequence . ",0.005445241928100586,0.750851571559906,0,1,0,48,"Successful"
"a [[solid]] examination of the male midlife crisis . ","a [[audio]] examination of the male midlife crisis . ",0.002128124237060547,0.6908249855041504,1,0,1,46,"Successful"
"a [[nightmare]] date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker [[platitudes]] . ","a [[dream]] date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker [[trivialities]] . ",0.0039261579513549805,0.8896940350532532,0,1,0,50,"Successful"
"[[manages]] to transcend the [[sex]] , drugs and show-tunes plot into something far [[richer]] . ","[[run]] to transcend the [[nudity]] , drugs and show-tunes plot into something far [[enrich]] . ",0.010547280311584473,0.8594337105751038,1,0,1,69,"Successful"
"it takes talent to make a [[lifeless]] movie about the most heinous man who ever lived . ","it takes talent to make a [[forlorn]] movie about the most heinous man who ever lived . ",0.002805948257446289,0.900187611579895,0,1,0,40,"Successful"
"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ","by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",0.60810786485672,0.60810786485672,1,1,0,1,"Skipped"
"like leon , it 's frustrating and still oddly [[likable]] . ","like leon , it 's frustrating and still oddly [[unlikable]] . ",0.0008623600006103516,0.9696587324142456,1,0,1,41,"Successful"
"uncommonly stylish but equally silly ... the picture [[fails]] to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the picture [[omitting]] to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ",0.03837639093399048,0.7708233594894409,0,1,0,71,"Successful"
"not [[exactly]] the bees [[knees]] ","not [[downright]] the bees [[aching]] ",0.07204955816268921,0.9713754057884216,0,1,0,80,"Successful"
"there [[seems]] to be no clear path as to where the [[story]] 's going , or how long it 's [[going]] to take to get there . ","there [[look]] to be no clear path as to where the [[history]] 's going , or how long it 's [[depart]] to take to get there . ",0.0707547664642334,0.22880733013153076,0,0,0,80,"Failed"
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[costs]] a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[fresh]] a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ",0.0037695765495300293,0.1686927080154419,0,0,0,80,"Failed"
"a [[woman]] 's pic directed with resonance by ilya chaiken . ","a [[maid]] 's pic directed with resonance by ilya chaiken . ",0.008366227149963379,0.9971922636032104,1,0,1,42,"Successful"
"may reawaken discussion of the kennedy [[assassination]] but this fictional film looks made for cable rather than for the big screen . ","may reawaken discussion of the kennedy [[dying]] but this fictional film looks made for cable rather than for the big screen . ",0.019709885120391846,0.6577476263046265,0,1,0,69,"Successful"
"characters still [[need]] to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still [[requisite]] to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.09030121564865112,0.7001062631607056,0,1,0,66,"Successful"
"the [[end]] [[result]] is a film that 's neither . ","the [[completes]] [[achievements]] is a film that 's neither . ",0.01811879873275757,0.5789169073104858,0,1,0,80,"Successful"
"[[manages]] to be sweet and [[wickedly]] [[satisfying]] at the same time . ","[[run]] to be sweet and [[abominably]] [[contented]] at the same time . ",4.172325134277344e-05,0.9334151744842529,1,0,1,80,"Successful"
"leigh 's [[film]] is full of [[memorable]] [[performances]] from top to bottom . ","leigh 's [[filming]] is full of [[prominent]] [[spectacles]] from top to bottom . ",0.0027565956115722656,0.5683624744415283,1,0,1,80,"Successful"
"it 's also , clearly , [[great]] [[fun]] . ","it 's also , clearly , [[gargantuan]] [[joke]] . ",6.54458999633789e-05,0.9883302450180054,1,0,1,80,"Successful"
"rarely has leukemia looked so shimmering and benign . ","rarely has leukemia looked so shimmering and benign . ",0.9946024417877197,0.9946024417877197,1,1,0,1,"Skipped"
"it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ","it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ",0.9764959216117859,0.9764959216117859,0,0,1,1,"Skipped"
"determined to be fun , and bouncy , with energetic musicals , the humor did n't [[quite]] engage this adult . ","determined to be fun , and bouncy , with energetic musicals , the humor did n't [[supremely]] engage this adult . ",0.28691351413726807,0.8575305938720703,0,1,0,57,"Successful"
"if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ","if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ",0.9688130021095276,0.9688130021095276,0,0,1,1,"Skipped"
"bleakly [[funny]] , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly [[droll]] , its characters all the more touching for refusing to pity or memorialize themselves . ",0.04021406173706055,0.6934013366699219,1,0,1,52,"Successful"
"delivers the same old same old , tarted up with latin flava and [[turned]] out by hollywood playas . ","delivers the same old same old , tarted up with latin flava and [[turns]] out by hollywood playas . ",0.28769344091415405,0.5967849493026733,0,1,0,64,"Successful"
"does n't offer much besides glib soullessness , [[raunchy]] language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","does n't offer much besides glib soullessness , [[titillating]] language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0.3503214120864868,0.5971349477767944,0,1,0,46,"Successful"
"it made me [[want]] to [[wrench]] my eyes out of my head and [[toss]] them at the [[screen]] . ","it made me [[desire]] to [[spanner]] my eyes out of my head and [[lays]] them at the [[screening]] . ",0.027899980545043945,0.9619206190109253,0,1,0,78,"Successful"
"the [[film]] 's [[performances]] are [[thrilling]] . ","the [[footage]] 's [[representations]] are [[titillating]] . ",6.020069122314453e-05,0.1478307843208313,1,1,1,80,"Failed"
"unfortunately , it 's not silly fun unless you enjoy really [[bad]] movies . ","unfortunately , it 's not silly fun unless you enjoy really [[wicked]] movies . ",0.04283320903778076,0.792972981929779,0,1,0,60,"Successful"
"it 's a [[bad]] thing when a movie has about as much [[substance]] as its end credits blooper reel . ","it 's a [[wicked]] thing when a movie has about as much [[compounds]] as its end credits blooper reel . ",0.0003000497817993164,0.6763105392456055,0,1,0,80,"Successful"
"i sympathize with the [[plight]] of these families , but the movie does n't do a very [[good]] job conveying the issue at [[hand]] . ","i sympathize with the [[adversity]] of these families , but the movie does n't do a very [[satisfying]] job conveying the issue at [[hands]] . ",0.1378752589225769,0.8280600905418396,0,1,0,80,"Successful"
"the lower your expectations , the more you 'll enjoy it . ","the lower your expectations , the more you 'll enjoy it . ",0.9848190546035767,0.9848190546035767,1,1,0,1,"Skipped"
"though perry and hurley make inspiring efforts to breathe life into the [[disjointed]] , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ","though perry and hurley make inspiring efforts to breathe life into the [[incongruous]] , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",0.23007750511169434,0.9391031265258789,0,1,0,67,"Successful"
"a must-see for the david mamet [[enthusiast]] and for anyone who appreciates intelligent , stylish moviemaking . ","a must-see for the david mamet [[dilettante]] and for anyone who appreciates intelligent , stylish moviemaking . ",0.09870767593383789,0.9402692317962646,1,0,1,35,"Successful"
"pacino is [[brilliant]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is [[grandiose]] as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",0.054151833057403564,0.9530917406082153,1,0,1,55,"Successful"
"` de niro ... is a veritable source of [[sincere]] [[passion]] that this hollywood contrivance orbits around . ' ","` de niro ... is a veritable source of [[earnest]] [[obsession]] that this hollywood contrivance orbits around . ' ",0.021400153636932373,0.5054013729095459,1,0,1,80,"Successful"
"a [[misogynistic]] piece of filth that attempts to pass itself off as hip , young adult entertainment . ","a [[chauvinist]] piece of filth that attempts to pass itself off as hip , young adult entertainment . ",0.0009071826934814453,0.5105025768280029,0,1,0,33,"Successful"
"its story may be a thousand years old , but why [[did]] it have to seem like it took another thousand to tell it to us ? ","its story may be a thousand years old , but why [[fi]] it have to seem like it took another thousand to tell it to us ? ",0.04968094825744629,0.626194179058075,0,1,0,56,"Successful"
"try as i may , i ca n't think of a [[single]] good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ","try as i may , i ca n't think of a [[unique]] good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ",0.23582059144973755,0.7395265102386475,0,1,0,53,"Successful"
"the movie is [[beautiful]] to behold and engages one in a sense of epic struggle -- [[inner]] and outer -- that 's all too rare in hollywood 's hastier productions . ","the movie is [[grandiose]] to behold and engages one in a sense of epic struggle -- [[house]] and outer -- that 's all too rare in hollywood 's hastier productions . ",0.028998732566833496,0.7226898670196533,1,0,1,80,"Successful"
"a [[celebration]] of quirkiness , eccentricity , and [[certain]] [[individuals]] ' tendency to let it all hang out , and damn the consequences . ","a [[rite]] of quirkiness , eccentricity , and [[assorted]] [[personas]] ' tendency to let it all hang out , and damn the consequences . ",0.0093192458152771,0.2689555287361145,1,1,1,80,"Failed"
"morton uses her face and her body language to bring us morvern 's [[soul]] , even though the character is almost [[completely]] deadpan . ","morton uses her face and her body language to bring us morvern 's [[ame]] , even though the character is almost [[altogether]] deadpan . ",0.01060330867767334,0.23343724012374878,1,1,1,80,"Failed"
"instead of a hyperbolic beat-charged [[urban]] western , it 's an [[unpretentious]] , sociologically pointed [[slice]] of [[life]] . ","instead of a hyperbolic beat-charged [[municipal]] western , it 's an [[unassuming]] , sociologically pointed [[cut]] of [[survive]] . ",0.001858830451965332,0.07192176580429077,1,1,1,80,"Failed"
"my thoughts were focused on the characters . ","my thoughts were focused on the characters . ",0.7031074166297913,0.7031074166297913,0,0,1,1,"Skipped"
"so , too , is this [[comedy]] about mild culture clashing in today 's new delhi . ","so , too , is this [[ridicule]] about mild culture clashing in today 's new delhi . ",0.004704892635345459,0.7252811193466187,1,0,1,55,"Successful"
"for starters , the [[story]] is just too slim . ","for starters , the [[romances]] is just too slim . ",0.122592031955719,0.5301064252853394,0,1,0,45,"Successful"
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally [[gentle]] sentiments on the button , just as easily as their counterparts anywhere else in the world . ","this is a winning ensemble comedy that shows canadians can put gentle laughs and equally [[limp]] sentiments on the button , just as easily as their counterparts anywhere else in the world . ",0.0018152594566345215,0.7745077610015869,1,0,1,59,"Successful"
"at the very least , if you do n't [[know]] anything about [[derrida]] when you walk into the [[theater]] , you wo n't know much more when you leave . ","at the very least , if you do n't [[heed]] anything about [[philosopher]] when you walk into the [[movies]] , you wo n't know much more when you leave . ",0.02627485990524292,0.11160826683044434,0,0,0,80,"Failed"
"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ","the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ",0.8509474396705627,0.8509474396705627,0,0,1,1,"Skipped"
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the [[tension]] that [[keeps]] you in your seat . ","inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the [[emphasized]] that [[guard]] you in your seat . ",0.06067299842834473,0.31426090002059937,1,1,1,80,"Failed"
"there ought to be a [[directing]] [[license]] , so that ed burns can have his revoked . ","there ought to be a [[leads]] [[leaving]] , so that ed burns can have his revoked . ",0.059594929218292236,0.52607262134552,0,1,0,80,"Successful"
"[[bad]] . ","[[defective]] . ",5.245208740234375e-06,0.9999538660049438,0,1,0,17,"Successful"
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ","that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",0.9727364778518677,0.9727364778518677,0,0,1,1,"Skipped"
"falls neatly into the category of good stupid fun . ","falls neatly into the category of good stupid fun . ",0.8578760623931885,0.8578760623931885,0,0,1,1,"Skipped"
"an artful , [[intelligent]] [[film]] that stays within the confines of a well-established genre . ","an artful , [[cleverer]] [[filming]] that stays within the confines of a well-established genre . ",0.0027421116828918457,0.08482915163040161,1,1,1,80,"Failed"
"[[smart]] , [[provocative]] and blisteringly [[funny]] . ","[[shrewd]] , [[inflammatory]] and blisteringly [[outlandish]] . ",1.0848045349121094e-05,0.6057538986206055,1,0,1,80,"Successful"
"and the [[lesson]] , in the [[end]] , is nothing [[new]] . ","and the [[instruction]] , in the [[finish]] , is nothing [[latest]] . ",0.00025838613510131836,0.12963539361953735,0,0,0,80,"Failed"
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big [[loser]] is the audience . ","this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big [[flunked]] is the audience . ",0.007137000560760498,0.9616307616233826,0,1,0,42,"Successful"
"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[smarter]] , savvier spoofs to come along in some time . ","not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the [[cleverer]] , savvier spoofs to come along in some time . ",0.4898795485496521,0.628595232963562,1,0,1,41,"Successful"
"to [[say]] this was done better in wilder 's some like it hot is like [[saying]] the sun rises in the east . ","to [[asserted]] this was done better in wilder 's some like it hot is like [[affirming]] the sun rises in the east . ",0.053867220878601074,0.5266420245170593,0,1,0,80,"Successful"
"the entire movie is about a boring , sad man being [[boring]] and sad . ","the entire movie is about a boring , sad man being [[vexing]] and sad . ",0.012796461582183838,0.9373964071273804,0,1,0,33,"Successful"
"this [[time]] mr. burns is [[trying]] something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ","this [[calendar]] mr. burns is [[attempting]] something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0.013497114181518555,0.8804923295974731,0,1,0,80,"Successful"
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem [[simply]] an [[ill]] fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem [[plainly]] an [[wicked]] fit for this movie . ",0.042931556701660156,0.612371563911438,0,1,0,80,"Successful"
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",0.9021201133728027,0.9021201133728027,0,0,1,1,"Skipped"
"the movie [[understands]] like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its [[pleasure]] . ","the movie [[assumes]] like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its [[amusement]] . ",0.0015671849250793457,0.271780788898468,1,1,1,80,"Failed"
"once ( kim ) begins to [[overplay]] the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( kim ) begins to [[overact]] the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0.05049949884414673,0.5791786909103394,0,1,0,36,"Successful"
"all that 's [[missing]] is the spontaneity , originality and delight . ","all that 's [[absences]] is the spontaneity , originality and delight . ",0.44981110095977783,0.999828040599823,0,1,0,51,"Successful"
"what the film lacks in general focus it makes up for in compassion , as corcuera [[manages]] to find the seeds of hope in the form of collective action . ","what the film lacks in general focus it makes up for in compassion , as corcuera [[administers]] to find the seeds of hope in the form of collective action . ",0.019665896892547607,0.6880061626434326,1,0,1,52,"Successful"
"the socio-histo-political treatise is told in earnest [[strides]] ... ( and ) [[personal]] [[illusion]] is deconstructed with poignancy . ","the socio-histo-political treatise is told in earnest [[advanced]] ... ( and ) [[persona]] [[wishful]] is deconstructed with poignancy . ",0.004945278167724609,0.05208379030227661,1,1,1,80,"Failed"
"my reaction in a word : [[disappointment]] . ","my reaction in a word : [[disappoint]] . ",0.016864776611328125,0.8894461989402771,0,1,0,56,"Successful"
"a psychological thriller with a [[genuinely]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy [[slice]] of gothic rural americana . ","a psychological thriller with a [[expressly]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy [[cuts]] of gothic rural americana . ",0.00036346912384033203,0.012002706527709961,1,1,1,80,"Failed"
"corny , schmaltzy and predictable , but still [[manages]] to be kind of [[heartwarming]] , nonetheless . ","corny , schmaltzy and predictable , but still [[governance]] to be kind of [[droll]] , nonetheless . ",0.000910639762878418,0.8241159319877625,1,0,1,72,"Successful"
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[fun]] . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[joke]] . ",0.037600934505462646,0.7468381524085999,1,0,1,62,"Successful"
"far more imaginative and ambitious than the trivial , cash-in [[features]] nickelodeon has made from its other animated tv series . ","far more imaginative and ambitious than the trivial , cash-in [[feature]] nickelodeon has made from its other animated tv series . ",0.49833887815475464,0.5052679777145386,1,0,1,60,"Successful"
"of [[course]] , by more objective measurements it 's still [[quite]] bad . ","of [[camino]] , by more objective measurements it 's still [[enough]] bad . ",0.02707880735397339,0.7909684181213379,0,1,0,71,"Successful"
"as the two leads , lathan and diggs are [[charming]] and have chemistry both as friends and [[lovers]] . ","as the two leads , lathan and diggs are [[belle]] and have chemistry both as friends and [[amateur]] . ",0.00043851137161254883,0.643176257610321,1,0,1,54,"Successful"
"it provides an [[honest]] look at a community striving to anchor itself in new grounds . ","it provides an [[frankly]] look at a community striving to anchor itself in new grounds . ",0.016809463500976562,0.7402493357658386,1,0,1,47,"Successful"
"this movie [[seems]] to have been written [[using]] mad-libs . ","this movie [[emerges]] to have been written [[consumes]] mad-libs . ",0.003940939903259277,0.6463830471038818,0,1,0,42,"Successful"
"reign of fire looks as if it was made without much thought -- and is best watched that way . ","reign of fire looks as if it was made without much thought -- and is best watched that way . ",0.7665843963623047,0.7665843963623047,0,0,1,1,"Skipped"
"martin and barbara are complex characters -- sometimes [[tender]] , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations [[vivid]] . ","martin and barbara are complex characters -- sometimes [[bid]] , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations [[dynamic]] . ",0.0005385279655456543,0.6889051198959351,1,0,1,80,"Successful"
"it 's not that kung pow is n't [[funny]] some of the time -- it just is n't any [[funnier]] than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't [[comic]] some of the time -- it just is n't any [[silliest]] than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0.0038619637489318848,0.03042912483215332,0,0,0,80,"Failed"
"i 'd have to say the star and director are the big [[problems]] here . ","i 'd have to say the star and director are the big [[turmoil]] here . ",0.15490853786468506,0.9520925879478455,0,1,0,65,"Successful"
"affleck and jackson are [[good]] sparring partners . ","affleck and jackson are [[okay]] sparring partners . ",0.0014249086380004883,0.8433587551116943,1,0,1,43,"Successful"
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",0.5724916458129883,0.5724916458129883,0,0,1,1,"Skipped"
